Paper,Authors,year,subject,MALE,Mean Year,modality,linguisticity,Task,Kinds of response,inference,contrast,simple,location,software,Original Space,Reported Coordinates,x,y,z,mni_x,mni_y,mni_z,z score,correction,Effect,Gaps,scanner,Tesla,design,Title,Journal,inf_name,contrasts,vertices,sx,sy,sz,hemisphere,study
3,"Goel, V., Buchel, C., Frith, C. and Dolan, R. J.",2000,11,7,29.4,visual,linguistic,content vs no-content syllogisms,Evaluate (Yes / No),2,Content - no-content,Deductive-Deductive,Rt. striate cortex (17) & lingual gyri (18),SPM97d,MNI,MNI,12,-76,-10,12,-76,-10,9.07,corrected,random,gaps,fMRI,2,Event-related,Dissociation of mechanisms underlying syllogistic reasoning,Neuroimage,Deductive,Within_Inference,90668,-47.2099990844727,-45.6800003051758,-75.4000015258789,right,8
3,"Goel, V., Buchel, C., Frith, C. and Dolan, R. J.",2000,11,7,29.4,visual,linguistic,content vs no-content syllogisms,Evaluate (Yes / No),2,Content - no-content,Deductive-Deductive,Rt. striate cortex (17) & lingual gyri (18),SPM97d,MNI,MNI,-8,-72,6,-8,-72,6,-,corrected,random,gaps,fMRI,2,Event-related,Dissociation of mechanisms underlying syllogistic reasoning,Neuroimage,Deductive,Within_Inference,91052,50.4300003051758,-59.1499977111816,-62.9100036621094,left,8
3,"Goel, V., Buchel, C., Frith, C. and Dolan, R. J.",2000,11,7,29.4,visual,linguistic,content vs no-content syllogisms,Evaluate (Yes / No),2,Content - preparation,Deductive-Baseline,Lt. inferior frontal lobe (44),SPM97d,MNI,MNI,-52,14,20,-52,14,20,4.71,corrected,random,gaps,fMRI,2,Event-related,Dissociation of mechanisms underlying syllogistic reasoning,Neuroimage,Deductive,Baseline,110517,-51.310001373291,78.2399978637695,35.2900009155273,left,9
3,"Goel, V., Buchel, C., Frith, C. and Dolan, R. J.",2000,11,7,29.4,visual,linguistic,content vs no-content syllogisms,Evaluate (Yes / No),2,Content - preparation,Deductive-Baseline,Lt. middle temporal lobe (21/22),SPM97d,MNI,MNI,-50,-42,2,-50,-42,2,6.2,corrected,random,gaps,fMRI,2,Event-related,Dissociation of mechanisms underlying syllogistic reasoning,Neuroimage,Deductive,Baseline,157174,-85.3399963378906,-33.2799987792969,-40.1199989318848,left,9
3,"Goel, V., Buchel, C., Frith, C. and Dolan, R. J.",2000,11,7,29.4,visual,linguistic,content vs no-content syllogisms,Evaluate (Yes / No),2,Incongruent - Congruent,Deductive-Deductive,Rt. superior frontal gyrus (8),SPM97d,MNI,MNI,10,30,54,10,30,54,4.36,corrected,random,gaps,fMRI,2,Event-related,Dissociation of mechanisms underlying syllogistic reasoning,Neuroimage,Deductive,Within_Inference,80266,-36.3400001525879,50.0400009155273,78.5800018310547,right,10
3,"Goel, V., Buchel, C., Frith, C. and Dolan, R. J.",2000,11,7,29.4,visual,linguistic,content vs no-content syllogisms,Evaluate (Yes / No),2,Incongruent - Congruent,Deductive-Deductive,Rt. lateral middle/inferior frontal gyrus (46/45),SPM97d,MNI,MNI,54,28,26,54,28,26,4.3,corrected,random,gaps,fMRI,2,Event-related,Dissociation of mechanisms underlying syllogistic reasoning,Neuroimage,Deductive,Within_Inference,70957,47.5300025939941,75.4100036621094,45.3300018310547,right,10
3,"Goel, V., Buchel, C., Frith, C. and Dolan, R. J.",2000,11,7,29.4,visual,linguistic,content vs no-content syllogisms,Evaluate (Yes / No),2,Main effect of reasoning,Deductive-Baseline,"Rt. fusiform gyrus (18, 19)",SPM97d,MNI,MNI,42,-74,-16,42,-74,-16,5.62,corrected,random,gaps,fMRI,2,Event-related,Dissociation of mechanisms underlying syllogistic reasoning,Neuroimage,Deductive,Baseline,143979,-4.32999992370605,-59.1700019836426,-80.5,right,11
3,"Goel, V., Buchel, C., Frith, C. and Dolan, R. J.",2000,11,7,29.4,visual,linguistic,content vs no-content syllogisms,Evaluate (Yes / No),2,Main effect of reasoning,Deductive-Baseline,Lt. fusiform gyrus (18),SPM97d,MNI,MNI,-20,-92,-12,-20,-92,-12,6.16,corrected,random,gaps,fMRI,2,Event-related,Dissociation of mechanisms underlying syllogistic reasoning,Neuroimage,Deductive,Baseline,148896,-1.05999994277954,-78.1800003051758,-62.3399963378906,left,11
3,"Goel, V., Buchel, C., Frith, C. and Dolan, R. J.",2000,11,7,29.4,visual,linguistic,content vs no-content syllogisms,Evaluate (Yes / No),2,Main effect of reasoning,Deductive-Baseline,Lt. inferior frontal lobe (44),SPM97d,MNI,MNI,-52,16,18,-52,16,18,6.57,corrected,random,gaps,fMRI,2,Event-related,Dissociation of mechanisms underlying syllogistic reasoning,Neuroimage,Deductive,Baseline,30947,-51.4099998474121,79.1899948120117,32.9700012207031,left,11
3,"Goel, V., Buchel, C., Frith, C. and Dolan, R. J.",2000,11,7,29.4,visual,linguistic,content vs no-content syllogisms,Evaluate (Yes / No),2,Main effect of reasoning,Deductive-Baseline,Lt. inferior frontal lobe (44),SPM97d,MNI,MNI,-42,10,28,-42,10,28,6.09,corrected,random,gaps,fMRI,2,Event-related,Dissociation of mechanisms underlying syllogistic reasoning,Neuroimage,Deductive,Baseline,103906,-44.5,75.5800018310547,48.0300025939941,left,11
3,"Goel, V., Buchel, C., Frith, C. and Dolan, R. J.",2000,11,7,29.4,visual,linguistic,content vs no-content syllogisms,Evaluate (Yes / No),2,Main effect of reasoning,Deductive-Baseline,Lt. inferior frontal lobe (45),SPM97d,MNI,MNI,-46,24,20,-46,24,20,6.67,corrected,random,gaps,fMRI,2,Event-related,Dissociation of mechanisms underlying syllogistic reasoning,Neuroimage,Deductive,Baseline,84518,-37.6599998474121,86.0400009155273,34.3300018310547,left,11
3,"Goel, V., Buchel, C., Frith, C. and Dolan, R. J.",2000,11,7,29.4,visual,linguistic,content vs no-content syllogisms,Evaluate (Yes / No),2,Main effect of reasoning,Deductive-Baseline,Lt. middle temporal lobe (21/22),SPM97d,MNI,MNI,-52,-42,0,-52,-42,0,6.35,corrected,random,gaps,fMRI,2,Event-related,Dissociation of mechanisms underlying syllogistic reasoning,Neuroimage,Deductive,Baseline,27679,-84.2300033569336,-31.4500007629395,-43.7700004577637,left,11
3,"Goel, V., Buchel, C., Frith, C. and Dolan, R. J.",2000,11,7,29.4,visual,linguistic,content vs no-content syllogisms,Evaluate (Yes / No),2,Main effect of reasoning,Deductive-Baseline,Lt. superior parietal lobe (7),SPM97d,MNI,MNI,-18,-64,46,-18,-64,46,4.62,corrected,random,gaps,fMRI,2,Event-related,Dissociation of mechanisms underlying syllogistic reasoning,Neuroimage,Deductive,Baseline,51957,12.3199996948242,-94.3000030517578,30.9300003051758,left,11
3,"Goel, V., Buchel, C., Frith, C. and Dolan, R. J.",2000,11,7,29.4,visual,linguistic,content vs no-content syllogisms,Evaluate (Yes / No),2,Main effect of reasoning,Deductive-Baseline,Rt. inferior frontal lobe (45),SPM97d,MNI,MNI,52,20,22,52,20,22,4.45,corrected,random,gaps,fMRI,2,Event-related,Dissociation of mechanisms underlying syllogistic reasoning,Neuroimage,Deductive,Baseline,77039,65.6699981689453,70.5699996948242,26.5899982452393,right,11
3,"Goel, V., Buchel, C., Frith, C. and Dolan, R. J.",2000,11,7,29.4,visual,linguistic,content vs no-content syllogisms,Evaluate (Yes / No),2,No-content - Content,Deductive-Deductive,"Lt. occipital gyrus (18, 19)",SPM97d,MNI,MNI,-48,-72,-2,-48,-72,-2,7,corrected,random,gaps,fMRI,2,Event-related,Dissociation of mechanisms underlying syllogistic reasoning,Neuroimage,Deductive,Within_Inference,161761,-40.2099990844727,-70.5600051879883,-58.3500022888184,left,12
3,"Goel, V., Buchel, C., Frith, C. and Dolan, R. J.",2000,11,7,29.4,visual,linguistic,content vs no-content syllogisms,Evaluate (Yes / No),2,No-content - Content,Deductive-Deductive,"Rt. occipital gyrus (18, 19)",SPM97d,MNI,MNI,50,-70,-6,50,-70,-6,7.9,corrected,random,gaps,fMRI,2,Event-related,Dissociation of mechanisms underlying syllogistic reasoning,Neuroimage,Deductive,Within_Inference,118414,11.8900003433228,-67.9300003051758,-72.4099960327148,right,12
3,"Goel, V., Buchel, C., Frith, C. and Dolan, R. J.",2000,11,7,29.4,visual,linguistic,content vs no-content syllogisms,Evaluate (Yes / No),2,No-content - Content,Deductive-Deductive,Lt. superior parietal lobe (7),SPM97d,MNI,MNI,-20,-62,42,-20,-62,42,7,corrected,random,gaps,fMRI,2,Event-related,Dissociation of mechanisms underlying syllogistic reasoning,Neuroimage,Deductive,Within_Inference,5167,5.65999984741211,-95.8000030517578,28.1100006103516,left,12
3,"Goel, V., Buchel, C., Frith, C. and Dolan, R. J.",2000,11,7,29.4,visual,linguistic,content vs no-content syllogisms,Evaluate (Yes / No),2,No-content - Content,Deductive-Deductive,Lt. inferior parietal lobe (40),SPM97d,MNI,MNI,-42,-34,40,-42,-34,40,7.9,corrected,random,gaps,fMRI,2,Event-related,Dissociation of mechanisms underlying syllogistic reasoning,Neuroimage,Deductive,Within_Inference,41338,-60.5200004577637,-42.9500007629395,67.0299987792969,left,12
3,"Goel, V., Buchel, C., Frith, C. and Dolan, R. J.",2000,11,7,29.4,visual,linguistic,content vs no-content syllogisms,Evaluate (Yes / No),2,No-content - Content,Deductive-Deductive,Rt. superior parietal lobe (7),SPM97d,MNI,MNI,26,-66,50,26,-66,50,7.3,corrected,random,gaps,fMRI,2,Event-related,Dissociation of mechanisms underlying syllogistic reasoning,Neuroimage,Deductive,Within_Inference,21323,-29.1000003814697,-92.9099960327148,22.8400001525879,right,12
3,"Goel, V., Buchel, C., Frith, C. and Dolan, R. J.",2000,11,7,29.4,visual,linguistic,content vs no-content syllogisms,Evaluate (Yes / No),2,No-content - Content,Deductive-Deductive,Rt. inferior parietal lobe (40),SPM97d,MNI,MNI,42,-40,44,42,-40,44,7.4,corrected,random,gaps,fMRI,2,Event-related,Dissociation of mechanisms underlying syllogistic reasoning,Neuroimage,Deductive,Within_Inference,49272,57.4100036621094,-75.120002746582,32.5900001525879,right,12
3,"Goel, V., Buchel, C., Frith, C. and Dolan, R. J.",2000,11,7,29.4,visual,linguistic,content vs no-content syllogisms,Evaluate (Yes / No),2,No-content - Content,Deductive-Deductive,Lt. middle frontal gyrus (6),SPM97d,MNI,MNI,-28,2,54,-28,2,54,6.4,corrected,random,gaps,fMRI,2,Event-related,Dissociation of mechanisms underlying syllogistic reasoning,Neuroimage,Deductive,Within_Inference,121176,13.2200002670288,43.3699989318848,89.1300048828125,left,12
3,"Goel, V., Buchel, C., Frith, C. and Dolan, R. J.",2000,11,7,29.4,visual,linguistic,content vs no-content syllogisms,Evaluate (Yes / No),2,No-content - Content,Deductive-Deductive,Rt. middle frontal gyrus (6),SPM97d,MNI,MNI,26,6,56,26,6,56,5.2,corrected,random,gaps,fMRI,2,Event-related,Dissociation of mechanisms underlying syllogistic reasoning,Neuroimage,Deductive,Within_Inference,145371,16.1599998474121,36.25,91.7900009155273,right,12
3,"Goel, V., Buchel, C., Frith, C. and Dolan, R. J.",2000,11,7,29.4,visual,linguistic,content vs no-content syllogisms,Evaluate (Yes / No),2,No-content - Content,Deductive-Deductive,Lt. precentral gyrus (6),SPM97d,MNI,MNI,-56,6,18,-56,6,18,6.67,corrected,random,gaps,fMRI,2,Event-related,Dissociation of mechanisms underlying syllogistic reasoning,Neuroimage,Deductive,Within_Inference,80048,-62.0400009155273,56.2799987792969,54.6199989318848,left,12
3,"Goel, V., Buchel, C., Frith, C. and Dolan, R. J.",2000,11,7,29.4,visual,linguistic,content vs no-content syllogisms,Evaluate (Yes / No),2,No-content - Content,Deductive-Deductive,Rt. precentral gyrus (6),SPM97d,MNI,MNI,56,8,26,56,8,26,5..16,corrected,random,gaps,fMRI,2,Event-related,Dissociation of mechanisms underlying syllogistic reasoning,Neuroimage,Deductive,Within_Inference,119756,79.2799987792969,33.5799980163574,50.8600006103516,right,12
3,"Goel, V., Buchel, C., Frith, C. and Dolan, R. J.",2000,11,7,29.4,visual,linguistic,content vs no-content syllogisms,Evaluate (Yes / No),2,No-content - preparation,Deductive-Baseline,Rt. fusiform gyrus (18),SPM97d,MNI,MNI,42,-76,-14,42,-76,-14,4.97,corrected,random,gaps,fMRI,2,Event-related,Dissociation of mechanisms underlying syllogistic reasoning,Neuroimage,Deductive,Baseline,3925,-2.84999990463257,-62.4700012207031,-78.0400009155273,right,13
3,"Goel, V., Buchel, C., Frith, C. and Dolan, R. J.",2000,11,7,29.4,visual,linguistic,content vs no-content syllogisms,Evaluate (Yes / No),2,No-content - preparation,Deductive-Baseline,Lt. fusiform gyrus (18),SPM97d,MNI,MNI,-20,-94,-10,-20,-94,-10,5.2,corrected,random,gaps,fMRI,2,Event-related,Dissociation of mechanisms underlying syllogistic reasoning,Neuroimage,Deductive,Baseline,148859,-3.27999997138977,-81.9100036621094,-57.2700042724609,left,13
3,"Goel, V., Buchel, C., Frith, C. and Dolan, R. J.",2000,11,7,29.4,visual,linguistic,content vs no-content syllogisms,Evaluate (Yes / No),2,No-content - preparation,Deductive-Baseline,Lt. inferior frontal lobe (45),SPM97d,MNI,MNI,-44,24,20,-44,24,20,5.34,corrected,random,gaps,fMRI,2,Event-related,Dissociation of mechanisms underlying syllogistic reasoning,Neuroimage,Deductive,Baseline,20492,-35.5900001525879,86.2600021362305,35.9500007629395,left,13
3,"Goel, V., Buchel, C., Frith, C. and Dolan, R. J.",2000,11,7,29.4,visual,linguistic,content vs no-content syllogisms,Evaluate (Yes / No),2,No-content - preparation,Deductive-Baseline,Lt. inferior frontal lobe (44),SPM97d,MNI,MNI,-42,14,26,-42,14,26,4.89,corrected,random,gaps,fMRI,2,Event-related,Dissociation of mechanisms underlying syllogistic reasoning,Neuroimage,Deductive,Baseline,141189,-43.7700004577637,77.7099990844727,45.2200012207031,left,13
3,"Goel, V., Buchel, C., Frith, C. and Dolan, R. J.",2000,11,7,29.4,visual,linguistic,content vs no-content syllogisms,Evaluate (Yes / No),2,No-content - preparation,Deductive-Baseline,Lt. superior parietal lobe (7),SPM97d,MNI,MNI,-18,-70,52,-18,-70,52,5.09,corrected,random,gaps,fMRI,2,Event-related,Dissociation of mechanisms underlying syllogistic reasoning,Neuroimage,Deductive,Baseline,3453,25.1300010681152,-90.4700012207031,34.4000015258789,left,13
3,"Goel, V., Buchel, C., Frith, C. and Dolan, R. J.",2000,11,7,29.4,visual,linguistic,content vs no-content syllogisms,Evaluate (Yes / No),2,No-content - preparation,Deductive-Baseline,Rt. inferior frontal lobe (45),SPM97d,MNI,MNI,46,20,22,46,20,22,4.23,corrected,random,gaps,fMRI,2,Event-related,Dissociation of mechanisms underlying syllogistic reasoning,Neuroimage,Deductive,Baseline,106172,65.0400009155273,68.379997253418,33.0699996948242,right,13
4,"Christoff, K., Prabhakaran, V., Dorfman, J., Zhao, Z., Kroger, J. K., Holyoak, K. J. and Gabrieli, J. D.",2001,10,4,22.2,visual,nonlinguistic,3 x 3 RPM (0- / 1- / 2- relatioanal),four choice alternatives,1,2-relational vs 1-relational,Inductive-Inductive,L. Inferior frontal gyrus  (44),SPM99b,Brett,Talairach,-44,4,33,-44,2,36,3.65,corrected,random,full,fMRI,1.5,Block,Rostrolateral prefrontal cortex involvement in relational integration during reasoning,Neuroimage,Inductive,Within_Inference,56632,-40.3400001525879,48.8199996948242,77.3899993896484,left,14
4,"Christoff, K., Prabhakaran, V., Dorfman, J., Zhao, Z., Kroger, J. K., Holyoak, K. J. and Gabrieli, J. D.",2001,10,4,22.2,visual,nonlinguistic,3 x 3 RPM (0- / 1- / 2- relatioanal),four choice alternatives,1,2-relational vs 1-relational,Inductive-Inductive,L. Precentral gyrus (6),SPM99b,Brett,Talairach,-38,0,37,-38,-2,40,3.59,corrected,random,full,fMRI,1.5,Block,Rostrolateral prefrontal cortex involvement in relational integration during reasoning,Neuroimage,Inductive,Within_Inference,59395,-30.1700000762939,48.75,81.9300003051758,left,14
4,"Christoff, K., Prabhakaran, V., Dorfman, J., Zhao, Z., Kroger, J. K., Holyoak, K. J. and Gabrieli, J. D.",2001,10,4,22.2,visual,nonlinguistic,3 x 3 RPM (0- / 1- / 2- relatioanal),four choice alternatives,1,2-relational vs 1-relational,Inductive-Inductive,L. Middle frontal gyrus  (10),SPM99b,Brett,Talairach,-34,50,9,-34,51,12,3.33,corrected,random,full,fMRI,1.5,Block,Rostrolateral prefrontal cortex involvement in relational integration during reasoning,Neuroimage,Inductive,Within_Inference,131580,2.47000002861023,97.2900009155273,22.9799995422363,left,14
5,"Goel, V. and Dolan, R. J.",2001,14,6,28.57,visual,linguistic,contentful / abstract three-term relational (spatial / nonspatial),Evaluate (Yes / No),2,Abstract reasoning (Abstract reasoning -abstract baseline),Deductive-Baseline,Calcarine sulcus/lingual gyrus (17/18),SPM99,MNI,MNI,18,-99,3,18,-99,3,5.09,corrected,random,gaps,fMRI,2,Event-related,Functional neuroanatomy of three-term relational reasoning,Neuropsychologia,Deductive,Baseline,90341,-29.7399997711182,-83.5600051879883,-46.189998626709,right,15
5,"Goel, V. and Dolan, R. J.",2001,14,6,28.57,visual,linguistic,contentful / abstract three-term relational (spatial / nonspatial),Evaluate (Yes / No),2,Abstract reasoning (Abstract reasoning -abstract baseline),Deductive-Baseline,Rt. superior parietal lobule (7),SPM99,MNI,MNI,30,-60,48,30,-60,48,5.32,corrected,random,gaps,fMRI,2,Event-related,Functional neuroanatomy of three-term relational reasoning,Neuropsychologia,Deductive,Baseline,96857,2.03999996185303,-97.0899963378906,23.8500003814697,right,15
